Saved checkpoint.
Global Step:   1410, accuracy:  40.3%, loss = 380702.16 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:   3990, accuracy:  61.3%, loss = 111478.64 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:   4000, accuracy:  58.7%, loss = 113564.02 (119643.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4010, accuracy:  62.3%, loss = 110283.38 (100808.5 examples/sec, 0.00 sec/batch)
Global Step:   4020, accuracy:  60.0%, loss = 108943.57 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:   4030, accuracy:  64.7%, loss = 85707.61 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   4040, accuracy:  60.0%, loss = 106139.04 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:   4050, accuracy:  62.3%, loss = 113951.70 (120353.1 examples/sec, 0.00 sec/batch)
Global Step:   4060, accuracy:  55.0%, loss = 121030.72 (119314.5 examples/sec, 0.00 sec/batch)
Global Step:   4070, accuracy:  54.0%, loss = 125132.45 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:   4080, accuracy:  55.0%, loss = 118625.83 (119280.6 examples/sec, 0.00 sec/batch)
Global Step:   4090, accuracy:  60.3%, loss = 114529.40 (119620.8 examples/sec, 0.00 sec/batch)
Global Step:   4100, accuracy:  62.3%, loss = 109097.98 (74800.3 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4110, accuracy:  60.0%, loss = 115397.70 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:   4120, accuracy:  59.0%, loss = 106357.27 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   4130, accuracy:  56.7%, loss = 110239.27 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   4140, accuracy:  57.7%, loss = 116702.05 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:   4150, accuracy:  59.3%, loss = 96968.54 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:   4160, accuracy:  59.0%, loss = 112931.89 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:   4170, accuracy:  56.3%, loss = 128067.70 (74288.1 examples/sec, 0.00 sec/batch)
Global Step:   4180, accuracy:  59.3%, loss = 104249.31 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:   4190, accuracy:  62.3%, loss = 83634.48 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:   4200, accuracy:  63.0%, loss = 97379.38 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4210, accuracy:  58.3%, loss = 104896.09 (66470.7 examples/sec, 0.00 sec/batch)
Global Step:   4220, accuracy:  55.3%, loss = 129935.64 (99975.5 examples/sec, 0.00 sec/batch)
Global Step:   4230, accuracy:  57.3%, loss = 110246.00 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:   4240, accuracy:  58.7%, loss = 111514.32 (74795.9 examples/sec, 0.00 sec/batch)
Global Step:   4250, accuracy:  54.7%, loss = 131399.36 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:   4260, accuracy:  63.3%, loss = 111104.62 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:   4270, accuracy:  61.7%, loss = 107795.48 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   4280, accuracy:  56.0%, loss = 110822.40 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   4290, accuracy:  59.3%, loss = 115331.98 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:   4300, accuracy:  60.0%, loss = 111674.45 (74804.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4310, accuracy:  59.3%, loss = 105197.48 (119723.2 examples/sec, 0.00 sec/batch)
Global Step:   4320, accuracy:  67.3%, loss = 89399.07 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:   4330, accuracy:  59.0%, loss = 118131.89 (66330.6 examples/sec, 0.00 sec/batch)
Global Step:   4340, accuracy:  61.7%, loss = 102428.95 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:   4350, accuracy:  56.7%, loss = 113464.62 (66414.6 examples/sec, 0.00 sec/batch)
Global Step:   4360, accuracy:  59.7%, loss = 106803.18 (55314.4 examples/sec, 0.01 sec/batch)
Global Step:   4370, accuracy:  64.7%, loss = 84024.38 (100358.2 examples/sec, 0.00 sec/batch)
Global Step:   4380, accuracy:  61.3%, loss = 93906.20 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:   4390, accuracy:  61.7%, loss = 81396.93 (59844.5 examples/sec, 0.01 sec/batch)
Global Step:   4400, accuracy:  53.7%, loss = 112385.04 (124189.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4410, accuracy:  58.7%, loss = 99418.12 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   4420, accuracy:  60.0%, loss = 98744.91 (119416.5 examples/sec, 0.00 sec/batch)
Global Step:   4430, accuracy:  57.3%, loss = 108750.34 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:   4440, accuracy:  61.3%, loss = 94695.98 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:   4450, accuracy:  61.7%, loss = 102929.62 (74419.9 examples/sec, 0.00 sec/batch)
Global Step:   4460, accuracy:  61.3%, loss = 116278.41 (59841.7 examples/sec, 0.01 sec/batch)
Global Step:   4470, accuracy:  57.0%, loss = 101868.13 (83203.8 examples/sec, 0.00 sec/batch)
Global Step:   4480, accuracy:  59.3%, loss = 101357.70 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:   4490, accuracy:  63.0%, loss = 96973.05 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:   4500, accuracy:  58.3%, loss = 98739.00 (99761.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4510, accuracy:  59.7%, loss = 98617.80 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:   4520, accuracy:  57.0%, loss = 105395.90 (99682.4 examples/sec, 0.00 sec/batch)
Global Step:   4530, accuracy:  59.0%, loss = 108027.98 (85406.3 examples/sec, 0.00 sec/batch)
Global Step:   4540, accuracy:  59.3%, loss = 105083.02 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:   4550, accuracy:  59.0%, loss = 114295.40 (85505.0 examples/sec, 0.00 sec/batch)
Global Step:   4560, accuracy:  59.7%, loss = 105931.11 (66488.3 examples/sec, 0.00 sec/batch)
Global Step:   4570, accuracy:  54.3%, loss = 108583.99 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   4580, accuracy:  64.3%, loss = 76236.08 (85054.2 examples/sec, 0.00 sec/batch)
Global Step:   4590, accuracy:  61.0%, loss = 83014.54 (54396.1 examples/sec, 0.01 sec/batch)
Global Step:   4600, accuracy:  63.3%, loss = 96584.02 (99761.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4610, accuracy:  61.0%, loss = 104201.30 (66495.3 examples/sec, 0.00 sec/batch)
Global Step:   4620, accuracy:  66.0%, loss = 86644.02 (85487.5 examples/sec, 0.00 sec/batch)
Global Step:   4630, accuracy:  60.0%, loss = 86001.16 (85534.0 examples/sec, 0.00 sec/batch)
Global Step:   4640, accuracy:  62.7%, loss = 82029.46 (66218.9 examples/sec, 0.00 sec/batch)
Global Step:   4650, accuracy:  58.3%, loss = 89912.04 (99446.1 examples/sec, 0.00 sec/batch)
Global Step:   4660, accuracy:  58.3%, loss = 109055.58 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:   4670, accuracy:  59.7%, loss = 92474.57 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:   4680, accuracy:  67.3%, loss = 89363.95 (54403.2 examples/sec, 0.01 sec/batch)
Global Step:   4690, accuracy:  60.7%, loss = 84201.69 (120134.7 examples/sec, 0.00 sec/batch)
Global Step:   4700, accuracy:  56.7%, loss = 111271.47 (116357.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4710, accuracy:  58.7%, loss = 93028.30 (100350.2 examples/sec, 0.00 sec/batch)
Global Step:   4720, accuracy:  62.3%, loss = 95699.62 (85493.4 examples/sec, 0.00 sec/batch)
Global Step:   4730, accuracy:  62.3%, loss = 89735.20 (42774.3 examples/sec, 0.01 sec/batch)
Global Step:   4740, accuracy:  65.3%, loss = 78532.75 (60984.4 examples/sec, 0.00 sec/batch)
Global Step:   4750, accuracy:  59.7%, loss = 101068.41 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   4760, accuracy:  61.0%, loss = 103848.13 (119723.2 examples/sec, 0.00 sec/batch)
Global Step:   4770, accuracy:  61.0%, loss = 94584.53 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   4780, accuracy:  59.7%, loss = 94981.05 (119235.4 examples/sec, 0.00 sec/batch)
Global Step:   4790, accuracy:  65.3%, loss = 99608.16 (102826.8 examples/sec, 0.00 sec/batch)
Global Step:   4800, accuracy:  61.7%, loss = 86296.80 (119700.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4810, accuracy:  60.0%, loss = 85437.66 (119461.8 examples/sec, 0.00 sec/batch)
Global Step:   4820, accuracy:  64.7%, loss = 79520.43 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   4830, accuracy:  58.0%, loss = 93162.17 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   4840, accuracy:  61.0%, loss = 101507.12 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:   4850, accuracy:  61.0%, loss = 84835.65 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:   4860, accuracy:  64.7%, loss = 82448.73 (119746.0 examples/sec, 0.00 sec/batch)
Global Step:   4870, accuracy:  63.7%, loss = 86060.57 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:   4880, accuracy:  62.7%, loss = 85342.70 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:   4890, accuracy:  57.0%, loss = 87722.28 (99650.8 examples/sec, 0.00 sec/batch)
Global Step:   4900, accuracy:  58.0%, loss = 89318.05 (119711.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   4910, accuracy:  60.7%, loss = 80400.80 (102936.1 examples/sec, 0.00 sec/batch)
Global Step:   4920, accuracy:  61.0%, loss = 76984.91 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:   4930, accuracy:  58.7%, loss = 87441.20 (121386.4 examples/sec, 0.00 sec/batch)
Global Step:   4940, accuracy:  64.7%, loss = 93349.93 (85487.5 examples/sec, 0.00 sec/batch)
Global Step:   4950, accuracy:  63.3%, loss = 91900.76 (73152.2 examples/sec, 0.00 sec/batch)
Global Step:   4960, accuracy:  60.7%, loss = 90811.34 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:   4970, accuracy:  64.3%, loss = 81995.32 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   4980, accuracy:  64.0%, loss = 68397.54 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   4990, accuracy:  61.3%, loss = 92008.08 (84528.5 examples/sec, 0.00 sec/batch)
Global Step:   5000, accuracy:  61.7%, loss = 77932.80 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5010, accuracy:  63.3%, loss = 82851.56 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:   5020, accuracy:  61.7%, loss = 86899.82 (59694.1 examples/sec, 0.01 sec/batch)
Global Step:   5030, accuracy:  57.7%, loss = 116554.36 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:   5040, accuracy:  65.0%, loss = 69957.05 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:   5050, accuracy:  56.0%, loss = 89981.26 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   5060, accuracy:  67.3%, loss = 74662.26 (102175.5 examples/sec, 0.00 sec/batch)
Global Step:   5070, accuracy:  64.7%, loss = 76121.70 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:   5080, accuracy:  62.7%, loss = 80192.43 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:   5090, accuracy:  62.0%, loss = 75641.30 (66509.4 examples/sec, 0.00 sec/batch)
Global Step:   5100, accuracy:  64.7%, loss = 81730.80 (149565.1 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5110, accuracy:  65.7%, loss = 71898.96 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   5120, accuracy:  62.3%, loss = 85082.84 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:   5130, accuracy:  61.0%, loss = 78111.81 (59850.2 examples/sec, 0.01 sec/batch)
Global Step:   5140, accuracy:  65.3%, loss = 85388.93 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:   5150, accuracy:  62.3%, loss = 87873.63 (85499.2 examples/sec, 0.00 sec/batch)
Global Step:   5160, accuracy:  65.7%, loss = 86771.38 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:   5170, accuracy:  59.7%, loss = 87372.45 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:   5180, accuracy:  66.7%, loss = 69045.97 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:   5190, accuracy:  63.7%, loss = 89324.62 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   5200, accuracy:  66.0%, loss = 78164.30 (74804.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5210, accuracy:  59.3%, loss = 87809.11 (85458.5 examples/sec, 0.00 sec/batch)
Global Step:   5220, accuracy:  60.7%, loss = 82315.61 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:   5230, accuracy:  61.7%, loss = 81959.22 (100110.7 examples/sec, 0.00 sec/batch)
Global Step:   5240, accuracy:  64.3%, loss = 59379.88 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:   5250, accuracy:  60.3%, loss = 77394.90 (85470.1 examples/sec, 0.00 sec/batch)
Global Step:   5260, accuracy:  65.7%, loss = 70652.45 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:   5270, accuracy:  61.0%, loss = 86648.84 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:   5280, accuracy:  62.0%, loss = 69472.85 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:   5290, accuracy:  63.7%, loss = 72423.01 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:   5300, accuracy:  61.3%, loss = 79889.25 (99721.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5310, accuracy:  62.7%, loss = 80765.88 (99564.1 examples/sec, 0.00 sec/batch)
Global Step:   5320, accuracy:  62.7%, loss = 81609.52 (46027.2 examples/sec, 0.01 sec/batch)
Global Step:   5330, accuracy:  65.7%, loss = 65579.25 (102709.3 examples/sec, 0.00 sec/batch)
Global Step:   5340, accuracy:  66.3%, loss = 70047.20 (85331.0 examples/sec, 0.00 sec/batch)
Global Step:   5350, accuracy:  61.3%, loss = 77165.91 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:   5360, accuracy:  62.3%, loss = 75212.12 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:   5370, accuracy:  67.3%, loss = 69130.47 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:   5380, accuracy:  63.7%, loss = 76434.05 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   5390, accuracy:  64.7%, loss = 70237.71 (121001.2 examples/sec, 0.00 sec/batch)
Global Step:   5400, accuracy:  61.7%, loss = 91263.02 (99745.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5410, accuracy:  66.7%, loss = 71413.10 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   5420, accuracy:  65.7%, loss = 73472.90 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:   5430, accuracy:  66.3%, loss = 73306.51 (60910.6 examples/sec, 0.00 sec/batch)
Global Step:   5440, accuracy:  63.7%, loss = 65673.70 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   5450, accuracy:  62.7%, loss = 85688.08 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:   5460, accuracy:  65.0%, loss = 65260.21 (98643.1 examples/sec, 0.00 sec/batch)
Global Step:   5470, accuracy:  61.7%, loss = 85342.44 (119757.4 examples/sec, 0.00 sec/batch)
Global Step:   5480, accuracy:  62.7%, loss = 77369.88 (100262.2 examples/sec, 0.00 sec/batch)
Global Step:   5490, accuracy:  61.7%, loss = 73627.02 (59654.4 examples/sec, 0.01 sec/batch)
Global Step:   5500, accuracy:  62.7%, loss = 73806.52 (99714.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5510, accuracy:  60.7%, loss = 82311.12 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:   5520, accuracy:  64.7%, loss = 74783.34 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:   5530, accuracy:  63.0%, loss = 74082.66 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:   5540, accuracy:  61.0%, loss = 74199.19 (85487.5 examples/sec, 0.00 sec/batch)
Global Step:   5550, accuracy:  67.3%, loss = 66128.43 (54760.7 examples/sec, 0.01 sec/batch)
Global Step:   5560, accuracy:  64.3%, loss = 71639.52 (102877.2 examples/sec, 0.00 sec/batch)
Global Step:   5570, accuracy:  71.0%, loss = 57860.60 (119066.2 examples/sec, 0.00 sec/batch)
Global Step:   5580, accuracy:  66.7%, loss = 62288.59 (119620.8 examples/sec, 0.00 sec/batch)
Global Step:   5590, accuracy:  60.7%, loss = 76731.54 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:   5600, accuracy:  64.0%, loss = 65874.85 (119190.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5610, accuracy:  69.0%, loss = 57666.26 (119723.2 examples/sec, 0.00 sec/batch)
Global Step:   5620, accuracy:  69.0%, loss = 57537.59 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:   5630, accuracy:  63.3%, loss = 86906.22 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:   5640, accuracy:  67.7%, loss = 69592.40 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:   5650, accuracy:  65.3%, loss = 62312.35 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:   5660, accuracy:  61.7%, loss = 62326.23 (42736.5 examples/sec, 0.01 sec/batch)
Global Step:   5670, accuracy:  63.0%, loss = 69948.52 (100350.2 examples/sec, 0.00 sec/batch)
Global Step:   5680, accuracy:  68.0%, loss = 60781.40 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:   5690, accuracy:  69.7%, loss = 60554.77 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   5700, accuracy:  63.3%, loss = 74580.92 (74800.3 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5710, accuracy:  63.3%, loss = 66817.34 (100334.2 examples/sec, 0.00 sec/batch)
Global Step:   5720, accuracy:  62.3%, loss = 72304.27 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:   5730, accuracy:  65.7%, loss = 73722.75 (66491.8 examples/sec, 0.00 sec/batch)
Global Step:   5740, accuracy:  68.0%, loss = 57861.64 (118249.3 examples/sec, 0.00 sec/batch)
Global Step:   5750, accuracy:  63.7%, loss = 69542.07 (119495.8 examples/sec, 0.00 sec/batch)
Global Step:   5760, accuracy:  62.7%, loss = 74834.91 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:   5770, accuracy:  66.7%, loss = 60278.44 (120192.1 examples/sec, 0.00 sec/batch)
Global Step:   5780, accuracy:  69.0%, loss = 47569.39 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:   5790, accuracy:  67.3%, loss = 59176.95 (66488.3 examples/sec, 0.00 sec/batch)
Global Step:   5800, accuracy:  66.7%, loss = 60048.02 (85499.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5810, accuracy:  65.0%, loss = 74144.38 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:   5820, accuracy:  62.7%, loss = 84229.08 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:   5830, accuracy:  67.0%, loss = 72005.79 (99579.9 examples/sec, 0.00 sec/batch)
Global Step:   5840, accuracy:  61.3%, loss = 75152.98 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:   5850, accuracy:  64.0%, loss = 66738.05 (53492.0 examples/sec, 0.01 sec/batch)
Global Step:   5860, accuracy:  69.0%, loss = 53969.60 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:   5870, accuracy:  64.7%, loss = 66741.73 (83247.8 examples/sec, 0.00 sec/batch)
Global Step:   5880, accuracy:  60.0%, loss = 78070.98 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:   5890, accuracy:  65.3%, loss = 69573.42 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:   5900, accuracy:  64.7%, loss = 61466.78 (84750.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:   5910, accuracy:  68.7%, loss = 53625.27 (58771.2 examples/sec, 0.01 sec/batch)
Global Step:   5920, accuracy:  65.7%, loss = 60113.05 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:   5930, accuracy:  64.3%, loss = 58013.89 (54407.9 examples/sec, 0.01 sec/batch)
Global Step:   5940, accuracy:  68.0%, loss = 67659.70 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:   5950, accuracy:  62.0%, loss = 66890.56 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:   5960, accuracy:  69.3%, loss = 62375.57 (84727.7 examples/sec, 0.00 sec/batch)
Global Step:   5970, accuracy:  59.7%, loss = 76434.39 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:   5980, accuracy:  66.0%, loss = 60973.51 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:   5990, accuracy:  61.0%, loss = 71080.29 (85505.0 examples/sec, 0.00 sec/batch)
Global Step:   6000, accuracy:  66.7%, loss = 70569.15 (119677.7 examples/sec, 0.00 sec/batch)
